Observed,Predicted
166.1714286,162.13486421163827
167.9683333,165.72110919531798
159.4566667,160.63288037212538
157.2214286,155.5004429983719
156.1966667,154.58830409266088
155.5771429,156.02544455299793
155.045,156.109620608251
154.57,154.21279444214076
154.03,153.64516857221264
155.0614286,152.85465232800314
154.1657143,154.62903666954722
158.5457143,157.61186583504318
165.3016667,161.63560016110844
158.7214286,161.7223908151665
157.0371429,155.1153691136339
156.1871429,154.04445822435483
155.3942857,154.58703425526568
155.0642857,154.50687900396585
154.7183333,153.33364542297898
154.52,153.4395689675612
153.9742857,152.8792156741905
153.7571429,151.64959595452584
153.3557143,152.77768806565948
153.2971429,151.62652605244975
154.6485714,155.45854864641242
158.9783333,160.23109048019668
154.9114286,154.70189568724027
153.4828571,151.61631385847144
153.0114286,151.6349540743479
152.6428571,152.0386263913273
152.44,152.85776556353787
152.0585714,152.48910768136352
151.7071429,151.04122324862894
151.4742857,150.09697087039774
151.3833333,150.90616056778848
151.2328571,152.46885436150237
155.9742857,154.85651983748048
161.9328571,162.00624849752583
157.7114286,157.85175203501464
154.2742857,153.22807365386205
153.0985714,152.02090742575996
152.71,151.2437150390492
152.15,153.41309671557983
151.63,153.1558472760875
151.2671429,151.28002547497056
150.7785714,149.4915540290352
150.2214286,149.01655972971338
150.2514286,150.5866669889677
158.6542857,153.49248967580397
166.3828571,164.17303839597832
158.1975,159.8197567320778
154.4057143,153.24919284924786
153.1528571,151.51534061404962
152.4385714,152.8899503686328
151.6557143,153.63029587210517
151.0957143,152.32313452574738
150.6485714,150.5589507572335
150.2042857,149.7742295790542
149.9142857,148.77978952721432
150.6342857,151.44340325712503
163.172,155.93540102110285
157.35,161.48707387767695
154.3816667,153.16059431318698
152.2514286,150.62859930425404
151.3428571,150.80700857534111
150.7333333,152.54296714936496
150.2228571,151.9352155358319
149.8016667,150.82286624944425
149.4842857,149.36556392920514
149.2085714,148.45835131485816
149.0285714,149.32292576997918
148.8216667,151.64565351711863
153.1714286,153.15666984700783
149.86,155.92587104676363
149.0433333,149.08145116588818
148.7128571,147.90867425745523
148.3,148.74697943767333
148.005,150.15719444686744
147.66,149.281937822338
147.5257143,149.19668035385024
147.29,147.5063567667812
147.1485714,145.4316329786371
146.9216667,148.37422419842136
149.6016667,150.4654767012071
161.752,156.3290408204005
158.4975,160.46897059578643
151.68,152.8621141021638
150.3157143,150.19284918751353
149.58,150.6235744527823
148.8914286,151.87198645782826
148.4728571,150.71651695839864
148.1542857,149.6701464938844
147.7114286,148.90187938190917
147.4571429,148.46344971345556
147.3928571,149.64267906858018
152.1714286,153.51437315800877
164.632,158.72078705967726
160.6257143,165.3669732362066
154.3133333,156.21377163390463
152.0414286,151.06231426375092
150.75,152.01505071777422
150.2928571,153.07233420110893
149.6257143,151.9738689239407
149.3514286,150.04258119592856
148.8571429,149.529377124365
148.7483333,150.5221597657249
151.5328571,152.0251009243745
152.6428571,155.26729372064253
166.025,159.65456171782307
170.0066667,166.99779505383526
156.52,159.40440683742187
155.2066667,153.06748292338034
153.8257143,153.6596957161925
152.8414286,154.37283246141345
152.08,155.1244761816551
151.825,152.31506518836778
151.235,151.18748593416194
151.18,150.8528097874259
150.8916667,151.69073987915968
150.3533333,152.25684240831413
160.98,155.70177642414066
162.1985714,162.6521716333971
160.77,159.07592550161348
154.9942857,155.39465653008952
153.545,152.76951431782146
152.9285714,153.21834763098553
152.3457143,153.3413363303299
151.7342857,153.360359266537
151.25,150.92711891275837
151.1133333,150.44073598648782
150.835,151.02305984307287
152.7142857,153.88118329374527
170.6428571,160.09189434355255
172.1628571,169.96418742323348
163.61,163.0245517601311
158.5471429,156.84696564209182
156.8914286,154.10519454000035
155.94,156.9879510181769
155.0028571,156.68679751707262
154.3528571,154.69649659085982
153.9114286,152.47469310667825
153.3228571,153.35327303461634
156.5766667,154.36909106471077
153.2366667,155.70259381313303
153.3114286,155.25190826429352
152.8,155.00332476397404
152.1914286,150.71337627013415
151.88,151.5554964941397
151.6085714,151.07042986007392
151.3514286,151.24806394818125
150.92,151.0118797067293
150.64,150.70267208988702
148.46,150.52993482514987
148.0,148.23990871236512
147.8,148.82804719999385
147.55,149.81806015705615
147.18,151.0769030362826
152.29,154.87653860505134
148.57,149.5359725043013
147.52,147.48265123815597
147.01,148.03641014095143
146.72,148.15062934637368
148.0,148.57584447846034
148.01,148.77126641845146
147.15,147.9935130569502
143.15,147.18089579491976
143.27,146.28090580914363
148.78,148.42095962602173
