Observed,Predicted
2255.0,2128.129327984353
2183.0,2144.4930668925945
2179.0,2271.233928424016
2259.0,2573.1779745792373
2433.0,2581.617014254779
2503.0,2565.1007838263913
2496.0,2478.6128638445834
2506.0,2250.9063035030977
2482.0,2130.1217886635704
2401.0,2080.9651096095504
2297.0,2065.7480245197803
2215.0,2122.0612346179014
2201.0,2172.987354617937
2154.0,2044.6327870846844
2044.0,1969.0752725207458
1991.0,1983.9674297099375
2003.0,2005.094901540624
1984.0,1863.0119498645568
1978.0,1814.5489475870904
2330.0,2222.2173725492903
3069.0,2899.5824484244167
3717.0,3954.1997356815505
4313.0,4675.966874777064
4573.0,4700.0801197864175
4375.0,3820.354160003141
3969.0,3304.205386862968
3697.0,3187.585534145647
3465.0,2803.049559168838
3284.0,2844.342425748097
3090.0,2701.047366653608
2908.0,2620.8170010388485
2933.0,2533.2943598707693
3386.0,2578.0022801722303
3886.0,2606.3049164929826
3998.0,2586.858455832457
3544.0,2451.364256293705
3122.0,2224.8480074244335
2818.0,2023.6665711031617
2525.0,1953.1316644914243
2293.0,1816.0205575816772
2103.0,1856.4793688800746
2014.0,2011.5225118033409
2081.0,2480.277449976862
2353.0,2702.767919167699
2582.0,2507.075616286649
2524.0,2363.668617527886
2408.0,2168.142323987965
2271.0,2253.866862604863
2200.0,2265.3436793622477
2138.0,2185.1064203902342
2089.0,2108.563979702788
2055.0,2049.190047705196
1990.0,1959.907032554909
1943.0,1908.7167024552305
1915.0,1895.3884745059954
1855.0,1883.9997949156264
1807.0,1772.1250968309037
1761.0,1656.2161796171315
1728.0,1619.2645553592981
1746.0,1614.605102475925
1708.0,1659.1226566966168
1713.0,1894.1881534831318
1775.0,2020.1843405740622
1788.0,1835.9172292001367
1744.0,1731.7605569507732
1690.0,1694.046353141467
1644.0,1651.3488577279945
1594.0,1605.8935525558973
1611.0,1624.8082285044316
1779.0,1886.3405620369253
2071.0,2015.0435118548658
2270.0,2173.667985710852
2292.0,2086.707411830045
2221.0,2026.4307909874121
2082.0,1945.88024445538
1979.0,1857.4984792499013
1875.0,1829.220189161735
1786.0,1770.5513014690632
1748.0,1837.4359315709225
1741.0,1794.7194928856352
1703.0,1771.3216969255323
1652.0,1728.8283527664685
1606.0,1684.6289609245478
1564.0,1649.641636880072
1505.0,1608.5617522317243
1468.0,1578.203105143582
1426.0,1546.7045303960408
1390.0,1506.3327112419552
1358.0,1468.7206895754075
1343.0,1450.782930232945
1325.0,1408.0738723178422
1288.0,1432.2142767718863
1277.0,1433.3907086527965
1275.0,1439.7488204105784
1269.0,1444.2122061034565
1252.0,1386.140214203081
1229.0,1347.027786003317
1206.0,1348.9391977322612
1178.0,1346.3278978399587
1162.0,1310.364576026901
1190.0,1287.1323562827038
1274.0,1250.2894583589898
1259.0,1266.0048860980894
1220.0,1260.3999446403332
1184.0,1282.2472104447736
1163.0,1237.671620029074
1147.0,1251.8162563228443
1149.0,1242.5304557439354
1157.0,1199.5477058239517
1159.0,1197.2341971520386
1200.0,1196.8721027186873
1331.0,1242.0795034524022
1646.0,1347.3337244579363
2052.0,1430.7849583068687
2391.0,1953.4810886860346
2654.0,2699.1774212663977
2918.0,2914.294735491859
2905.0,2712.045911264873
2723.0,2486.5460931481553
2490.0,2323.996655261505
2289.0,2067.98448316123
2062.0,1899.0955428649263
1903.0,1808.6589756593723
1806.0,1703.426432341012
1745.0,1633.7186280332605
1706.0,1692.8998612740581
1699.0,1891.851162435351
1820.0,2063.4982635485367
1977.0,2207.03579269521
2060.0,2198.9602894167274
2057.0,2121.2312937325223
2025.0,2122.090982547763
2017.0,2038.3820012673452
2043.0,1967.6326248424346
2157.0,1961.0483565214522
2488.0,2169.287422453155
3221.0,2653.0341387371345
3772.0,3257.3366759472706
4098.0,3543.296879313407
4285.0,3508.5319027921846
4662.0,3895.152298344414
5011.0,4391.319183618567
5257.0,4885.51833380491
5444.0,5126.302638586036
5484.0,5338.355265096469
5396.0,5518.513383187481
5169.0,5335.627891894257
4716.0,4769.626750786801
4167.0,4083.358692809206
3593.0,3401.390331697091
3168.0,2994.960590121399
2872.0,2766.4969388955687
2644.0,2667.142082009835
2461.0,2476.982210476778
2283.0,2381.8694648713317
2133.0,2242.7511016655453
2021.0,2090.036012371812
1916.0,2009.1739013118863
1856.0,1940.5874918430525
1803.0,1895.5730207821812
1759.0,1829.5252411401734
1722.0,1777.7113294091375
1700.0,1715.6087136105125
1674.0,1670.8101519280863
1657.0,1709.4617192071617
1654.0,1737.9663934809994
1634.0,1640.4623952254344
1591.0,1549.7125310943245
1547.0,1478.11114751579
1549.0,1548.9297491172538
1731.0,1850.0907326542074
2081.0,2564.184948725587
2645.0,3147.2152701036207
2941.0,3145.310213921068
2873.0,2877.1228646345153
2696.0,2646.1206593484467
2577.0,2369.6000238803676
2491.0,2380.6985435798347
2379.0,2347.332086947168
2276.0,2170.0970661230217
2257.0,2055.574568685875
2387.0,2203.61551560799
2670.0,2512.9034304860133
3045.0,2556.0119294875285
3278.0,2587.663515891795
3349.0,2554.4963275877894
3319.0,2541.5424007456477
3290.0,2657.279949833017
3216.0,2761.168444104974
2986.0,2529.3861609488376
2767.0,2383.2263756904217
2594.0,2149.9094513384716
2409.0,1939.212307332915
2249.0,2043.6832996236515
2137.0,2065.7884096612606
2117.0,2001.9266435369582
2181.0,2012.033584907326
2540.0,2024.1309666262011
2724.0,2174.092852314551
2684.0,2085.1332534933226
2701.0,2030.762608524781
3031.0,2313.425512459312
3309.0,2458.9569226597996
3237.0,2585.0796233540823
3023.0,2375.092071612008
2765.0,2195.1308375315575
2510.0,2060.163059078035
2279.0,1953.7814837765814
2105.0,1918.9471149415772
1992.0,1849.8871279018454
1908.0,1808.713548308066
1845.0,1701.0434294437687
1796.0,1664.0771534169612
1740.0,1567.8550308902563
1707.0,1532.9162531240327
1678.0,1567.1788219049217
1649.0,1566.8133494199046
1616.0,1539.5824399210182
1584.0,1500.0973385766188
1577.0,1477.5186778974512
1561.0,1413.9702354019541
1527.0,1449.1435656533506
1508.0,1463.3655815896805
1587.0,1550.835935698365
1851.0,2018.8812049315432
2603.0,3131.8086349775704
3495.0,3466.932847568328
3715.0,3465.1415533990826
3622.0,3423.2221383657684
3472.0,3109.080326029114
3219.0,2728.0867989778326
2947.0,2560.9994459765503
2726.0,2371.5914602325483
2565.0,2266.9035678086466
2475.0,2134.493751092243
2481.0,2153.5637283526157
2931.0,2620.173721054825
3458.0,2938.824839319589
3809.0,3672.469596770174
4053.0,4045.787838506965
4171.0,3736.8511623948352
4140.0,3499.636937115121
3974.0,3260.4343220706005
3778.0,3221.873590468064
3718.0,3078.3978061560933
3869.0,3287.0489320261304
4258.0,3583.89738426867
4473.0,3854.8061421454863
4334.0,3569.0778349389916
3994.0,3213.5444059731017
3653.0,2928.7834577555373
3469.0,2920.695255962498
3380.0,2971.431162037674
3392.0,2824.414273837389
3353.0,2679.5273182389765
3240.0,2467.0506816335396
3125.0,2691.940445300592
3000.0,2566.67388395945
2874.0,2552.7551628527817
2873.0,2644.6315970586
2917.0,2717.186223872787
2962.0,2765.0026989163234
3056.0,2882.7199674053027
3110.0,2855.5546852461066
3053.0,2896.645739894848
3083.0,2963.7022703601356
3242.0,3585.6732022024685
3606.0,4424.4805298655665
4067.0,4480.027870382823
4268.0,4465.616506708475
4231.0,4079.923023313126
4049.0,3774.952801383744
3850.0,3728.2366537915627
3659.0,3544.6091185587034
3449.0,3305.732835576949
3296.0,3292.2706496953283
3150.0,2924.5199383665804
3030.0,2881.6288080159848
3199.0,3567.1166508777837
3603.0,4362.757552688234
3908.0,4364.269961167163
3859.0,4145.196676824671
3661.0,3671.2940771731887
3393.0,3059.871355783475
3156.0,2948.3583077584613
3000.0,3016.008933760455
2936.0,2881.7734808282394
2848.0,2816.283450669318
2727.0,2601.6323731316847
2590.0,2409.220882370491
2456.0,2246.7005035793727
2333.0,2111.4057339501387
2240.0,2097.768632918382
2167.0,2055.797307225569
2095.0,2070.0104300380326
2045.0,1984.2760482364454
2009.0,1979.0406821141335
1988.0,1930.0996524831312
1960.0,1902.7785657683728
1991.0,1919.8386210425917
2000.0,1951.9438132603582
2020.0,2001.9863909809799
2000.0,2042.826251996636
1986.0,2109.6095209190144
2010.0,2120.417526792896
2024.0,2121.9236455025693
2014.0,2032.760830421895
1962.0,1959.0010989244422
1932.0,1951.0991975089469
1898.0,1885.4682512415525
1867.0,1840.9030836544457
1845.0,1812.8444089147663
1848.0,1786.301014383248
1831.0,1796.446289051718
1863.0,1826.8194760859415
2006.0,2004.9323577871562
2145.0,2193.1874056548304
2347.0,2204.9090514969394
2427.0,2281.3684342796787
2416.0,2296.909587262672
2372.0,2267.301697692817
2308.0,2539.2818190257267
2417.0,2499.4924513282626
2538.0,2514.8382417150897
2504.0,2367.5845606469643
2411.0,2274.9815818776874
2299.0,2181.414332306972
2252.0,2141.4804484094175
2209.0,2222.58763039091
2248.0,2340.2085130482346
2300.0,2373.1927788944404
2293.0,2346.5794250515364
2275.0,2294.834061567124
2205.0,2238.46890646226
2112.0,2151.2903767069392
2071.0,2048.3767731086464
2027.0,1965.5472862107351
2019.0,1896.4494828833526
1935.0,1869.4811936257393
1865.0,1884.5173097083816
1861.0,1897.2663732887208
1914.0,1925.314923821663
1947.0,1905.8388779695806
1875.0,1811.7151922719065
1804.0,1764.2355830917436
1773.0,1740.3982285693319
1747.0,1695.1756480037416
1748.0,1694.0042224982164
1773.0,1731.295828881722
1775.0,1795.5228421628083
1766.0,1793.7535421797938
1766.0,1823.9797473906442
1782.0,1807.929033752905
1781.0,1755.1963624457926
1776.0,1723.629652622794
1781.0,1713.442472007419
1782.0,1682.8405626419508
1738.0,1671.450562398838
1705.0,1666.904330797323
1685.0,1723.4931981709065
1690.0,1811.2870277203378
1765.0,2031.335920449204
1886.0,2306.372119261543
2075.0,2310.789127949317
2137.0,2274.065100273103
2198.0,2429.866986886066
2246.0,2299.306754648069
2226.0,2177.532443661895
2071.0,2119.99140702215
1984.0,2121.4234916823602
1943.0,1977.838156214411
1941.0,1857.1442767970739
1907.0,1815.2474044799847
1858.0,1754.0435514523374
1848.0,1726.4007733527603
1795.0,1734.0568555989423
1766.0,1734.402235018808
1742.0,1682.9164392481766
1698.0,1682.824698985343
1743.0,1652.1386588261134
1778.0,1621.2941976862617
1709.0,1601.8811382654321
1677.0,1631.8971782783974
1638.0,1529.458917471466
1610.0,1530.568386564616
1597.0,1579.9029291207867
1614.0,1587.0569032672365
1603.0,1528.498355696066
1593.0,1497.1784162136478
1617.0,1561.1969355503138
1628.0,1847.5232403443747
1793.0,2050.382348041183
1885.0,1990.65699794761
1872.0,2031.4523047060234
1898.0,2294.3551362375265
2021.0,2328.40613085447
2068.0,2179.340984243813
2046.0,2120.6503347854386
2034.0,2122.6429598018613
2077.0,2133.9951398896283
2037.0,2062.745738096584
1956.0,1957.2162131896857
1872.0,1989.8899572605262
1814.0,1861.4749413597629
1769.0,1826.6283509653565
1720.0,1715.560159174652
1668.0,1630.4598311121647
1583.0,1540.1963549933075
1516.0,1470.198746378391
1470.0,1549.77066549678
1499.0,1613.4249026566442
1549.0,1516.0840146285318
1559.0,1527.412296398501
1563.0,1631.6854530065957
1635.0,1631.278922532146
1662.0,1640.2997275679813
1671.0,1754.9098376623697
1693.0,1810.9750175853871
1734.0,1772.6424255291709
1753.0,1758.7324163288422
1752.0,1793.0288878426572
1810.0,1941.7399449224001
1936.0,2054.574905438638
2140.0,2742.0606529179895
2376.0,2920.802597521073
2383.0,2653.663207354445
2225.0,2444.4012517621904
2049.0,2303.939173599071
1931.0,2132.110967439057
1857.0,2087.376440916152
1823.0,2004.3159318406344
1783.0,1961.621143463197
1722.0,1823.2033016852868
1673.0,1765.7373300461418
1584.0,1693.8554830225264
1510.0,1667.8358992885383
1478.0,1563.4681362058975
1466.0,1517.2428327924727
1507.0,1509.6065559528556
1561.0,1525.9147656010177
1596.0,1489.0836321030233
1588.0,1493.467134085977
1594.0,1484.7725131912312
1649.0,1497.7556558598399
1726.0,1467.8847622973408
1742.0,1519.2845632482015
1669.0,1492.420466044113
1554.0,1463.273455351627
1447.0,1512.8722893137642
1392.0,1485.850521914505
1359.0,1466.7945943866632
1335.0,1379.7454470242023
1303.0,1345.4545493922938
1288.0,1354.7902054275914
1273.0,1443.7412291035023
1295.0,1595.9543925928253
1370.0,1794.211141292704
1486.0,1752.2148406191072
1493.0,1590.7935908238524
1419.0,1495.977131458646
1353.0,1556.3126399775006
1372.0,1775.2424587791284
1487.0,1813.115585567327
1563.0,1698.5384142715966
1569.0,1559.1004244146811
1514.0,1539.5099306245752
1515.0,1520.1154273292198
1529.0,1728.2501310887187
1606.0,2364.811631116918
1910.0,2847.529296967067
2166.0,2745.1977295395823
2160.0,2538.656008634706
2084.0,2450.91878404264
2019.0,2305.465017248427
1933.0,2203.7544325833933
1856.0,2129.325259110982
1800.0,2080.306911007663
1766.0,1998.007736529043
1727.0,1875.7360637803342
1728.0,1753.9393811802406
1693.0,1598.1694723202359
1639.0,1637.0338532732771
1594.0,1622.2774092872583
1510.0,1583.313692830884
1445.0,1525.5635860635355
1400.0,1513.6913167120874
1360.0,1482.8486898516521
1340.0,1458.4756744091164
1350.0,1459.8367809083202
1447.0,1455.2022975554037
1559.0,1540.7050159318708
1671.0,1887.0367329579594
1886.0,2166.6497096794747
1967.0,1995.9098892655502
1924.0,1923.6076182216239
1884.0,1931.3164034685065
1844.0,1888.9021971961292
1806.0,1862.8052151705692
1777.0,1793.441772708823
1733.0,1707.4876388209864
1704.0,1675.8549157695074
1705.0,1680.90293763216
1722.0,1743.2370698739985
1838.0,1814.6528105225957
2122.0,1966.978540649217
2667.0,2379.0807253661123
3050.0,2694.6391129266294
3064.0,2720.434731870477
2861.0,2498.931125979944
2595.0,2254.006652278763
2355.0,2182.9593514825483
2140.0,2122.989245985172
2010.0,2050.7004437185624
1912.0,1974.208920495517
1838.0,1853.863320100057
1792.0,1800.6729508700905
1747.0,1758.1804498053948
1725.0,1723.4916957531218
1756.0,1737.317328321522
1853.0,1898.0355142870944
2038.0,2317.1662545308945
2403.0,3151.4610563523165
2743.0,3272.8656380832754
2740.0,2877.4280289927615
2566.0,2678.336952621049
2363.0,2416.8648675733093
2155.0,2203.4369028105557
1988.0,2083.371464808934
1868.0,1964.53707107019
1780.0,1869.3288045465863
1716.0,1742.8297980141958
1655.0,1703.310678312766
1575.0,1699.349982892499
1536.0,1677.477584851311
1498.0,1607.6021115496906
1428.0,1552.8848410709415
1371.0,1489.2300270976436
1324.0,1421.0465523551024
1275.0,1387.8610050337268
1232.0,1415.5547085891908
1205.0,1371.8080028739519
1197.0,1326.2322353838358
1205.0,1299.18934945424
1208.0,1307.7416741031857
1210.0,1301.1481339402603
1199.0,1350.3487136149452
1198.0,1402.830350181955
1237.0,1367.1318678807327
1289.0,1415.5934981027372
1425.0,1491.6671443123582
1733.0,1674.0644285726771
1883.0,2002.1584660343315
2002.0,2113.9511393003295
2496.0,2475.79383906725
3215.0,2712.0520733094204
3205.0,2884.3815983290788
2911.0,2527.770882068983
2512.0,2174.674377887366
2174.0,1950.7258476157206
1937.0,1833.2370726523802
1810.0,1748.47077308811
1730.0,1651.5225263659863
1657.0,1562.2028299394685
1564.0,1449.4327411511188
1485.0,1430.1400143537267
1429.0,1431.6121942506807
1392.0,1415.7356753275237
1352.0,1392.3491253749708
1369.0,1454.1406839027345
1571.0,1473.1357929314026
1864.0,1581.3252819516222
2130.0,2024.5169753007801
2773.0,2254.2258005951007
2901.0,2450.640865185102
2730.0,2265.783702135017
2465.0,2023.1297796364693
2262.0,1826.1537630574949
2341.0,1787.3586380021593
2528.0,1989.8551004455214
2678.0,1972.204415614426
2643.0,1922.3550488543178
2470.0,1848.4420280471181
2327.0,1779.4625099052278
2331.0,1884.7445323925326
2468.0,2082.7545316295354
2617.0,2353.6593710657226
2691.0,2408.6508937050958
2669.0,2356.6980379845936
2614.0,2319.769396559356
2605.0,2502.588091836927
2681.0,2722.5394355662256
2715.0,2745.3382443424434
2691.0,2800.0941422735723
2766.0,2802.5044407812015
3035.0,2779.441958714926
3383.0,3198.5740390964907
3757.0,3772.33355055615
4011.0,3734.7713043408935
3991.0,3702.662566203455
4073.0,3829.3626740463556
4276.0,4131.6416446006115
4417.0,4230.331052029387
4372.0,4299.993286001834
4191.0,4126.200978002393
3941.0,3773.0436243141976
3617.0,3495.62391915521
3367.0,3299.7206538485825
3151.0,3052.1027209670756
2960.0,2809.0019461603442
2786.0,2606.387481458233
2655.0,2466.406644088778
2541.0,2317.3416912679313
2468.0,2222.5113231509176
2462.0,2206.08639763863
2579.0,2345.827231134
2892.0,2611.8196077827615
3226.0,2841.9362376890504
3461.0,3238.5620859686333
3664.0,3680.4394015565217
3736.0,3664.555481102667
3577.0,3417.300817460208
3279.0,3064.6199817434
3029.0,2804.482770313457
2819.0,2674.0621044436593
2715.0,2725.021763787904
2685.0,2789.8436968856213
2675.0,2829.0336964480503
2663.0,2722.758471292739
2632.0,2688.124750874992
2569.0,2728.9604519759996
2520.0,2608.415828168108
2478.0,2531.119725472081
2452.0,2531.2700499649077
2436.0,2527.525480012009
2372.0,2417.4472463164193
2303.0,2374.189213636081
2401.0,2349.146993752208
2557.0,2504.5545486378896
2617.0,2724.5238593425775
2682.0,2796.423761760323
2653.0,2529.4657365297517
2512.0,2276.1674648363255
2330.0,2121.2501602554785
2161.0,2001.6796684440587
2039.0,1983.353222113608
1985.0,1862.544719384326
1955.0,1769.9632119484384
1902.0,1806.784821587621
1892.0,1803.6401304694941
1873.0,1903.2893584412925
1872.0,1927.2973632125565
1863.0,1868.8075836730882
1828.0,1821.30275178996
1809.0,1773.5899802125336
1797.0,1713.2255310288167
1780.0,1724.2040181350785
1770.0,1786.922712788152
1771.0,1708.367484180792
1744.0,1702.3609180710753
1732.0,1711.8417162696812
1792.0,1831.1353173029406
1854.0,1881.7685860313609
1991.0,2072.3799850556584
2095.0,2162.4462690106675
2189.0,2224.4771008818607
2331.0,2382.8054208671547
2453.0,2530.671297844974
2445.0,2350.4436896746593
2316.0,2180.839457731287
2171.0,2113.285175721913
2081.0,2041.4124962339433
2003.0,1894.5857684372293
1943.0,1934.9460518008646
1919.0,1961.043556761679
1909.0,1900.6299086344416
1878.0,1805.3102626458708
1830.0,1841.8789494947903
1824.0,1989.1676365898577
1900.0,2178.2481448657963
1994.0,2193.488610212914
2011.0,2028.9191326394198
1935.0,1925.9000153100744
1861.0,1845.6067325232304
1809.0,1775.491632197272
1761.0,1735.72231637893
1725.0,1703.2268661572998
1719.0,1687.8905769023988
1757.0,1699.1450618779238
1760.0,1736.1512402262629
1769.0,1740.736872986826
1808.0,1744.1340456540056
1842.0,1759.24363959593
1845.0,1754.5355923244865
1816.0,1740.3473743732309
1757.0,1684.1634933461846
1732.0,1662.61297758123
1814.0,1751.3358712232086
1926.0,1817.2815315990365
1920.0,1965.0615135783937
1937.0,1994.046165487474
1919.0,1892.80425253634
1868.0,1879.3068026743076
1861.0,2062.6868093512458
1945.0,2169.7029765748102
1986.0,2119.2427740059707
1977.0,2180.5250803685085
2019.0,2239.5162644993416
2087.0,2166.2164482537464
2076.0,2262.687199042057
2103.0,2252.734620238324
2106.0,2122.9480105784723
1999.0,1999.0354829689138
1937.0,1954.680221981497
1961.0,1858.1146226875765
1867.0,1895.5496823741535
1882.0,1992.243263389414
1932.0,2006.0749182587588
1937.0,2070.6966348405485
2012.0,2154.6988800406284
2037.0,2106.007379280255
1998.0,2011.7773657846383
1966.0,2048.0697437863982
1939.0,1990.5884323358105
1877.0,1835.3049117959026
1816.0,1883.5642901586066
1847.0,1927.6542012169446
1917.0,2163.8925284545458
2096.0,2430.446997369943
2263.0,2301.2336131014763
2255.0,2545.859230273997
2428.0,2991.325333359821
2719.0,3140.820498458406
2842.0,2912.2409165785953
2715.0,2572.1621462822764
2586.0,2433.972076390854
2481.0,2323.7672190260982
2334.0,2287.671123975543
2214.0,2239.32445016169
2102.0,2173.7797973755896
2029.0,2057.381168631606
1991.0,2120.230734540338
1979.0,2077.5895208118955
1957.0,1973.2480035911808
1885.0,1939.108915682947
1824.0,1867.497117246161
1801.0,1878.0731429856664
1799.0,1919.7681406111865
1798.0,1886.3912149822268
1784.0,1865.842369119228
1766.0,1819.3094109295957
1744.0,1824.9601673906764
1730.0,1898.3424899444076
1804.0,2048.6015086972475
1912.0,1998.3588670247268
1908.0,1970.8574727815906
1874.0,1911.6751740374834
1836.0,1866.3035637010455
1782.0,1754.8455850146745
1711.0,1676.6479253056987
1644.0,1661.7292872264989
1599.0,1626.5608161847017
1558.0,1601.086748485925
1526.0,1538.893680005359
1482.0,1586.858088919908
1445.0,1460.3261169991988
1394.0,1437.1954513402804
1371.0,1361.9176121379855
1328.0,1340.353242402239
1290.0,1351.6171389545898
1272.0,1398.1063356628238
1269.0,1358.5209508689645
1255.0,1297.709232800707
1230.0,1253.2900308070705
1206.0,1221.3551123137436
1193.0,1212.781539905399
1193.0,1207.511529385324
1197.0,1206.5779050786493
1211.0,1391.6183748135836
1282.0,1434.860968606022
1323.0,1468.6226327801937
1313.0,1415.2093538918286
1283.0,1331.8701282671557
1242.0,1287.9037584612247
1201.0,1237.7731566111863
1167.0,1189.2882432080519
1139.0,1153.3384303465941
1126.0,1149.4134741906735
1131.0,1157.12641871729
1124.0,1168.268139141903
1108.0,1150.5951387004034
1087.0,1103.9130995120413
1060.0,1077.5286285413977
1039.0,1073.9826072897722
1021.0,1067.3442974628103
1023.0,1049.1186312953707
1005.0,1055.9795964229652
1001.0,1042.290359612193
987.0,1024.7461525323208
971.0,1013.7762702324324
958.0,988.8097753453548
947.0,977.4832533107389
932.0,983.288973536697
937.0,972.9419908404848
936.0,905.3298155064763
917.0,922.1391002385047
897.0,889.5986297666608
887.0,890.5778416868212
897.0,866.0326747297561
937.0,891.6726742608143
1058.0,924.4613537576398
1092.0,918.9285825126926
1032.0,880.8143939107813
1050.0,937.5334114023407
1072.0,1111.923391097209
1134.0,1202.7850316443198
1166.0,1277.288175800995
1186.0,1271.5515503187917
1190.0,1250.77055072739
1160.0,1212.7896537973902
1130.0,1182.397669316917
1102.0,1227.6868672856667
1090.0,1268.6351401075017
1101.0,1288.2429917255918
1106.0,1255.662851991947
1096.0,1196.2346369057896
1073.0,1155.5225232206633
1056.0,1188.5983997162916
1042.0,1260.5475766037684
